names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
Smurf2,-14.383005,-0.2544184,6.615790034752584e-47,2.5873941339040185e-46,1.0,1.0
Ikzf1,-14.447603,0.57410765,2.5956351542554295e-47,1.017521502130202e-46,1.0,1.0
Stat5b,-14.448058,0.35155153,2.578552339188427e-47,1.01161700705151e-46,1.0,1.0
Dusp7,-14.450764,-0.007984921,2.4792020151657e-47,9.734027676799602e-47,1.0,1.0
Cdc23,-14.467759,-0.36138988,1.9368003133660441e-47,7.616356927502292e-47,1.0,1.0
Ndufs4,-14.482271,,1.568291917726787e-47,6.172067091305264e-47,1.0,1.0
C3,-14.498603,4.5192633,1.2364028550170543e-47,4.869734612285897e-47,1.0,1.0
Ccar2,-14.542994,0.28955936,6.469990055355284e-48,2.550296867488862e-47,1.0,1.0
Apmap,-14.546581,0.3441254,6.139595888192349e-48,2.421971396082813e-47,1.0,1.0
Spag9,-14.578419,0.9092125,3.853416445158405e-48,1.5237126954552116e-47,1.0,1.0
Smarcc1,-14.601329,-0.01096431,2.7542376895606076e-48,1.0899378556474625e-47,1.0,1.0
Slc25a22,-14.60187,-2.3242822,2.7324649230354497e-48,1.0821771680945777e-47,1.0,1.0
Scrib,-14.610166,-0.07916727,2.4192955213800475e-48,9.589068392738335e-48,1.0,1.0
Map2k3,-14.642321,,1.5083082132183924e-48,5.992532472516883e-48,1.0,1.0
Shroom3,-14.645959,0.0555245,1.429690951455749e-48,5.684696507535727e-48,1.0,1.0
Polr2e,-14.649016,-0.51088756,1.3667929671845639e-48,5.438923365441913e-48,1.0,1.0
Efcab14,-14.667873,-4.4706116,1.0353974784560482e-48,4.1234683986881284e-48,1.0,1.0
Commd10,-14.673677,-1.8126023,9.50507177171585e-49,3.788406790542161e-48,1.0,1.0
Mtrex,-14.682571,-1.5209537,8.336831975748943e-49,3.325432738693164e-48,1.0,1.0
Glg1,-14.729844,-3.4543788,4.146601926782601e-49,1.6566551672365283e-48,1.0,1.0
Tecr,-14.747803,,3.1784566487839305e-49,1.2708749188348527e-48,1.0,1.0
Cdc73,-14.759857,-0.05318032,2.6584225178435064e-49,1.0637940147341802e-48,1.0,1.0
Lratd2,-14.797458,0.17067605,1.5212467222275956e-49,6.0922888731770746e-49,1.0,1.0
Lats1,-14.82549,0.14398205,1.002459099862003e-49,4.017862493121847e-49,1.0,1.0
Mlkl,-14.856435,,6.320034983275524e-50,2.5351037761440122e-49,1.0,1.0
Ctr9,-14.8747835,,4.80536069620741e-50,1.929080645165541e-49,1.0,1.0
Cd200,-14.901069,0.09341323,3.243509410141322e-50,1.3041773580054185e-49,1.0,1.0
Max,-14.909047,1.292376,2.878295463158016e-50,1.1582594122643915e-49,1.0,1.0
Cab39l,-14.911604,2.0823874,2.7701841716977386e-50,1.1156510026966114e-49,1.0,1.0
Tigar,-14.950992,,1.5344624881001217e-50,6.189781801312819e-50,1.0,1.0
Snx4,-14.9511175,0.43743402,1.531569373925676e-50,6.183093778928979e-50,1.0,1.0
Pbrm1,-14.979983,,9.924226488059343e-51,4.0097399353692548e-50,1.0,1.0
Nploc4,-14.980918,0.48068035,9.78567001337351e-51,3.9569518648584646e-50,1.0,1.0
Kdm5a,-15.022075,-2.3397775,5.2634042349369685e-51,2.1300405497246941e-50,1.0,1.0
Rad9a,-15.047315,-0.37949854,3.5953618735532064e-51,1.4561797361656433e-50,1.0,1.0
Setd1a,-15.058872,,3.018917096444884e-51,1.2237003226561207e-50,1.0,1.0
Edc4,-15.068492,-0.35003042,2.6100369622313402e-51,1.058820505099683e-50,1.0,1.0
Nf1,-15.078914,-1.8951709,2.229068872102276e-51,9.050055777570149e-51,1.0,1.0
Atf1,-15.086446,-0.3229036,1.9887098631234234e-51,8.080748031490145e-51,1.0,1.0
Hcfc1,-15.096553,1.9930319,1.7062368272937138e-51,6.938604027158677e-51,1.0,1.0
Gpt2,-15.149268,3.8584528,7.66150713184151e-52,3.118171113983626e-51,1.0,1.0
Emsy,-15.165016,,6.0284361652768064e-52,2.4555208660191778e-51,1.0,1.0
Eif2ak2,-15.195944,-0.51458114,3.7620574589519185e-52,1.537376297103127e-51,1.0,1.0
Stub1,-15.241217,0.33651248,1.8833012207929603e-52,7.702455809877091e-52,1.0,1.0
Plpp3,-15.285777,-0.113704845,9.512184575470313e-53,3.896726349001996e-52,1.0,1.0
Ppp5c,-15.294914,1.6920863,8.266905602342078e-53,3.3893635909356625e-52,1.0,1.0
Msra,-15.33262,-3.9067256,4.629368062370994e-53,1.901117023808794e-52,1.0,1.0
Azi2,-15.340644,-0.8754074,4.0911857129861377e-53,1.6814840459120368e-52,1.0,1.0
Rab21,-15.373839,5.407657,2.4519752783557216e-53,1.0085939394781218e-52,1.0,1.0
Mettl14,-15.385993,-2.6563237,2.0323365613134755e-53,8.366675021328337e-53,1.0,1.0
Tmem41b,-15.389274,,1.9318987418117142e-53,7.959740824287606e-53,1.0,1.0
Ptpn2,-15.40007,-0.4581417,1.6349267301983711e-53,6.741715989598885e-53,1.0,1.0
Nae1,-15.40145,0.83720595,1.6003910987612192e-53,6.604746776915633e-53,1.0,1.0
Ppp1r7,-15.426236,-2.2745588,1.090477372615398e-53,4.507786727756138e-53,1.0,1.0
Ssr2,-15.429176,0.67379105,1.0419178612645847e-53,4.310612242554142e-53,1.0,1.0
Nlrc4,-15.493495,-0.8880295,3.838450752941122e-54,1.589353554112759e-53,1.0,1.0
Cks1b,-15.504495,-1.7495106,3.234509001878313e-54,1.3403933827320228e-53,1.0,1.0
Per1,-15.515606,,2.7205615434348625e-54,1.1283455746839206e-53,1.0,1.0
Ptgs1,-15.524568,-0.046670914,2.3659288208857287e-54,9.820762584870612e-54,1.0,1.0
Lrp8,-15.554934,-2.4984891,1.4730856671422102e-54,6.124806353582977e-54,1.0,1.0
Arhgef1,-15.587495,1.0342075,8.853748354528442e-55,3.6873431167029435e-54,1.0,1.0
Babam2,-15.587884,-2.5152993,8.800026755698042e-55,3.6680211439653954e-54,1.0,1.0
Ascc2,-15.594231,1.215932,7.96775903572557e-55,3.323883477736851e-54,1.0,1.0
Aqp5,-15.619436,0.08115051,5.367774698903561e-55,2.242995003565211e-54,1.0,1.0
Il6st,-15.646724,-1.178472,3.497710336542245e-55,1.462785124873056e-54,1.0,1.0
Ndst1,-15.656743,0.04940124,2.988133305303367e-55,1.2507186727716267e-54,1.0,1.0
Lss,-15.674174,,2.2715883199513237e-55,9.523928919326907e-55,1.0,1.0
Ewsr1,-15.681347,-2.2990012,2.0290548235186218e-55,8.514206577145198e-55,1.0,1.0
Top2b,-15.689528,3.0817976,1.7837619350959638e-55,7.49120154957248e-55,1.0,1.0
Daxx,-15.71235,-1.1047081,1.244774465254638e-55,5.232024326670628e-55,1.0,1.0
Eif2ak4,-15.722887,,1.05409337525756e-55,4.4342785181002905e-55,1.0,1.0
Wdr5,-15.724598,,1.0259961912005996e-55,4.319711466064089e-55,1.0,1.0
Ubtf,-15.7272005,,9.846974431553852e-56,4.149322727639611e-55,1.0,1.0
Vdr,-15.7344885,,8.776277336113599e-56,3.701267425828532e-55,1.0,1.0
Wwtr1,-15.735595,0.577507,8.624282964570362e-56,3.6402327589071866e-55,1.0,1.0
Mapk9,-15.778354,-0.7199934,4.384789163071711e-56,1.852342156146581e-55,1.0,1.0
Rab24,-15.791066,-1.0008527,3.584697823798012e-56,1.5156247724605445e-55,1.0,1.0
Id1,-15.793577,0.2926586,3.444762524810664e-56,1.457690718444817e-55,1.0,1.0
Ctcf,-15.810544,1.729986,2.6318394786209067e-56,1.1146352309624584e-55,1.0,1.0
Timm50,-15.825441,-4.063491,2.077368682961874e-56,8.805510268337967e-56,1.0,1.0
Calu,-15.8370905,-0.64778656,1.7262487890257382e-56,7.32339104903631e-56,1.0,1.0
Calcrl,-15.851472,-0.058323674,1.3732679838814835e-56,5.83085625726099e-56,1.0,1.0
Washc1,-15.858343,-1.0045105,1.230989439844127e-56,5.231182628064261e-56,1.0,1.0
Cul3,-15.897572,,6.586879705546654e-57,2.8015224983828846e-56,1.0,1.0
Gbf1,-15.929823,1.5659792,3.9347202501720525e-57,1.676358261477557e-56,1.0,1.0
Vps25,-15.9830475,,1.6774179922917893e-57,7.152601762702468e-57,1.0,1.0
Tbck,-16.028826,-0.49052712,8.038807394199297e-58,3.4307135392465204e-57,1.0,1.0
Psmd9,-16.090305,,2.983583994274097e-58,1.2743874978955742e-57,1.0,1.0
Kmt2e,-16.154737,,1.0516408306528405e-58,4.4957420992725186e-58,1.0,1.0
Pitrm1,-16.15667,-1.717068,1.019204475167682e-58,4.364531738827558e-58,1.0,1.0
Atxn3,-16.178286,-0.63491005,7.176603428356414e-59,3.0758627365027576e-58,1.0,1.0
Prpf19,-16.185883,-1.0609978,6.343468546992612e-59,2.7211142713149113e-58,1.0,1.0
Gk,-16.202335,,4.854715798063466e-59,2.08428021313085e-58,1.0,1.0
Skp1a,-16.214615,0.8421219,3.9756548257052613e-59,1.711274983446306e-58,1.0,1.0
Rab5a,-16.218653,-0.16671325,3.722670847928227e-59,1.6037599195119366e-58,1.0,1.0
Psmd12,-16.219902,,3.647807635720871e-59,1.5728617592091887e-58,1.0,1.0
Rnf14,-16.226255,-0.39842224,3.28927204268956e-59,1.419491021181374e-58,1.0,1.0
Ncor1,-16.229895,-1.029893,3.099928466283066e-59,1.3389337275421078e-58,1.0,1.0
Hip1r,-16.249762,0.36386558,2.242338736684034e-59,9.693564521451015e-59,1.0,1.0
Samhd1,-16.304415,0.62710077,9.181537165921439e-60,3.972582113448809e-59,1.0,1.0
Gatd3a,-16.316557,,7.526338834882664e-60,3.2592432705382885e-59,1.0,1.0
Mindy1,-16.333172,1.2940266,5.732488555921305e-60,2.4867277045876997e-59,1.0,1.0
Gtf2i,-16.339289,-0.16376014,5.185479447021337e-60,2.251388561299984e-59,1.0,1.0
Xpo1,-16.354517,1.161162,4.03898694838151e-60,1.75513616871509e-59,1.0,1.0
Rbbp7,-16.365334,,3.3817048772387645e-60,1.4707918866600569e-59,1.0,1.0
Acss1,-16.373407,-0.46790278,2.9616165870315524e-60,1.2892045769286914e-59,1.0,1.0
Il12rb2,-16.409239,-3.1058753,1.6425316870405165e-60,7.16246831474288e-60,1.0,1.0
Pgam5,-16.423685,,1.2945801960359904e-60,5.650103279299188e-60,1.0,1.0
Bclaf1,-16.44575,,8.996512295156432e-61,3.9298901003100435e-60,1.0,1.0
Mmp12,-16.464748,-0.7045324,6.573558418507711e-61,2.876506419846993e-60,1.0,1.0
Pink1,-16.472445,-1.0359324,5.788367170057967e-61,2.53513263808488e-60,1.0,1.0
Atraid,-16.482431,,4.9071441305983716e-61,2.1510651066353283e-60,1.0,1.0
Kat2a,-16.558157,-1.1459591,1.3981221720980442e-61,6.134092544717624e-61,1.0,1.0
Zdhhc6,-16.580086,-2.1355314,9.70904766313742e-62,4.263464263304029e-61,1.0,1.0
H2afx,-16.581894,-0.54135096,9.421115324525597e-62,4.1406587633516364e-61,1.0,1.0
Rap1a,-16.595804,0.84410393,7.473579231135357e-62,3.287586786560949e-61,1.0,1.0
Pld2,-16.601713,-0.8366403,6.772982610325477e-62,2.9820185529717974e-61,1.0,1.0
Kmt5b,-16.62981,-0.33698744,4.239377264203597e-62,1.8681621993488738e-61,1.0,1.0
P2ry2,-16.650185,,3.0166657576196027e-62,1.3305223597042936e-61,1.0,1.0
Abhd4,-16.680355,,1.8213257997689705e-62,8.047270038520271e-62,1.0,1.0
Zfp106,-16.714119,0.760904,1.0343687579881668e-62,4.574249118806327e-62,1.0,1.0
Casp7,-16.746065,,6.049739184515702e-63,2.680087996255363e-62,1.0,1.0
Odf2,-16.755375,,5.173303968780672e-63,2.2938493948375596e-62,1.0,1.0
Supt6,-16.776827,0.75558305,3.6059304913339194e-63,1.6002914928739008e-62,1.0,1.0
Scamp4,-16.787085,,3.0339136933596805e-63,1.347628389437317e-62,1.0,1.0
Dgcr2,-16.803015,-0.1362728,2.319485509971173e-63,1.0312028830298129e-62,1.0,1.0
Suz12,-16.805017,-0.12106122,2.2424314696927545e-63,9.978321722028382e-63,1.0,1.0
Slc16a3,-16.836363,0.117675886,1.321110304689462e-63,5.883877389035095e-63,1.0,1.0
Emc10,-16.839907,,1.2443126739727545e-63,5.546775820042394e-63,1.0,1.0
Stk39,-16.883783,0.38782194,5.922505747939915e-64,2.6424299263981477e-63,1.0,1.0
Gmnn,-16.892887,-2.3688788,5.075791633543407e-64,2.2686975819212764e-63,1.0,1.0
Eif4ebp2,-16.913017,,3.607510659864727e-64,1.6138693800967671e-63,1.0,1.0
Agpat3,-16.919378,-0.6398665,3.23829068969627e-64,1.449989552112659e-63,1.0,1.0
Acaca,-16.940342,0.25288838,2.268023787418177e-64,1.0164482613979761e-63,1.0,1.0
Epb41,-16.951052,-0.28031242,1.8904100113888715e-64,8.479742398756892e-64,1.0,1.0
Hmgcr,-16.985346,0.074534975,1.0543152633744018e-64,4.73354458157153e-64,1.0,1.0
Rack1,-17.00765,-0.19014077,7.20696037968469e-65,3.2386035602066035e-64,1.0,1.0
Ocln,-17.008163,2.1279428,7.14434035423212e-65,3.2133484108972144e-64,1.0,1.0
Cdkn2a,-17.01629,,6.21880536968535e-65,2.7995809065328114e-64,1.0,1.0
Vav2,-17.017843,-1.7490656,6.056108838914645e-65,2.728792155500154e-64,1.0,1.0
Arhgef7,-17.031807,0.041602693,4.770787023687901e-65,2.1515819676199668e-64,1.0,1.0
Anapc4,-17.047268,0.0806046,3.662566761722912e-65,1.6532740495207303e-64,1.0,1.0
Naip5,-17.061255,-0.6192677,2.8830070655962204e-65,1.3025571633912167e-64,1.0,1.0
Dctn4,-17.073074,,2.3547069988564283e-65,1.0657923360104231e-64,1.0,1.0
Yars,-17.07754,,2.1812810599724337e-65,9.881894105178284e-65,1.0,1.0
Gstp1,-17.08585,0.0109146405,1.8916736737585688e-65,8.577643488075539e-65,1.0,1.0
Gopc,-17.094334,,1.6355605018891964e-65,7.4230424954282116e-65,1.0,1.0
Akt1s1,-17.11189,,1.2100514485188629e-65,5.496839883199118e-65,1.0,1.0
Nt5e,-17.125336,1.7338433,9.60525535403458e-66,4.3752418837395e-65,1.0,1.0
Odc1,-17.136574,0.25463563,7.918155833154492e-66,3.610044453622166e-65,1.0,1.0
Twf1,-17.145054,,6.843591866675121e-66,3.1229736449020654e-65,1.0,1.0
Pik3c3,-17.197577,-0.17518437,2.768675985584776e-66,1.2645978087442873e-65,1.0,1.0
Cpt2,-17.19891,,2.705752668437415e-66,1.2369861057714795e-65,1.0,1.0
Inpp5b,-17.206942,0.25021535,2.3554878292370137e-66,1.0778402260658584e-65,1.0,1.0
Nosip,-17.210857,0.4419203,2.201471263841101e-66,1.0082859237683945e-65,1.0,1.0
Mta2,-17.222364,1.4060389,1.8046347589464745e-66,8.272895241104442e-66,1.0,1.0
Dnmt3a,-17.235903,-0.18207505,1.4280506701210006e-66,6.552540471700943e-66,1.0,1.0
Setd5,-17.24077,-0.33691952,1.3127578439186783e-66,6.029051162070554e-66,1.0,1.0
Gna12,-17.270645,-0.00054328813,7.82633230528427e-67,3.5976693774337057e-66,1.0,1.0
Golga5,-17.302298,-2.3434916,4.519945315640704e-67,2.0796733685751255e-66,1.0,1.0
Rcor1,-17.31386,,3.6976933426091524e-67,1.7029119478474166e-66,1.0,1.0
Homer1,-17.31874,-1.3049217,3.397052079808243e-67,1.5658971189244995e-66,1.0,1.0
Csnk2a2,-17.36078,-2.7566204,1.6348639433645268e-67,7.542975945145457e-67,1.0,1.0
Nfyc,-17.361876,,1.6039833464741684e-67,7.407325306687903e-67,1.0,1.0
Tufm,-17.36535,-6.1136775,1.5097413669293683e-67,6.978545967542399e-67,1.0,1.0
Rbck1,-17.389803,-0.1513988,9.85723137834523e-68,4.564782634597245e-67,1.0,1.0
Rbl1,-17.393671,-1.8967022,9.213781598426842e-68,4.270758396455997e-67,1.0,1.0
Nsmf,-17.466118,0.734753,2.595686774487623e-68,1.2042639474592253e-67,1.0,1.0
Ube2i,-17.47079,-0.1619641,2.391536028954374e-68,1.1105778627964374e-67,1.0,1.0
Numb,-17.505518,0.7917977,1.3004059321391574e-68,6.0444123456718876e-68,1.0,1.0
Abcg2,-17.542332,,6.807503694872301e-69,3.1700803252586732e-68,1.0,1.0
Elf2,-17.551332,0.77871287,5.810107093100465e-69,2.7081374402291366e-68,1.0,1.0
Plekha2,-17.575666,0.37226135,3.784238655665588e-69,1.7655078015155577e-68,1.0,1.0
Elob,-17.622639,,1.651182312478283e-69,7.710651731591683e-69,1.0,1.0
Notch1,-17.644775,0.035533518,1.1161900541815033e-69,5.217224473606541e-69,1.0,1.0
Srsf4,-17.666416,,7.607847626343758e-70,3.5593350670539113e-69,1.0,1.0
Igsf8,-17.667927,-1.7582045,7.406976309871644e-70,3.468599009094242e-69,1.0,1.0
G6pdx,-17.678175,-1.7880576,6.17628322417531e-70,2.894988185414008e-69,1.0,1.0
Ercc6,-17.689526,,5.049829479864431e-70,2.3692077203562644e-69,1.0,1.0
Mapkapk2,-17.692291,0.6769363,4.807963961071076e-70,2.2599687877109674e-69,1.0,1.0
Smad1,-17.700573,-0.82771444,4.150662605196093e-70,1.9528399437604927e-69,1.0,1.0
Srp72,-17.705664,-3.3340154,3.7918814020140004e-70,1.785715738333216e-69,1.0,1.0
Stx8,-17.726517,,2.6175343519820786e-70,1.2338396389851493e-69,1.0,1.0
Rb1,-17.77609,0.47149226,1.08269969654779e-70,5.108383299640185e-70,1.0,1.0
Camsap2,-17.783365,0.87892145,9.509657710475566e-71,4.491070424400064e-70,1.0,1.0
Nras,-17.79028,,8.406086745618896e-71,3.973642138674994e-70,1.0,1.0
Hgs,-17.797554,-1.7795503,7.382429934299994e-71,3.493047660785045e-70,1.0,1.0
Mapre1,-17.8071,0.5204324,6.2252203284252125e-71,2.948292617227684e-70,1.0,1.0
Prpf31,-17.824654,-2.3669844,4.54905699086743e-71,2.1564942515418897e-70,1.0,1.0
Sigmar1,-17.83035,-0.69404787,4.108387435418402e-71,1.9494395736212815e-70,1.0,1.0
Ptger2,-17.863995,-4.5403805,2.249516352818671e-71,1.0684135542893992e-70,1.0,1.0
Stat5a,-17.89946,-0.6024953,1.1907026876004017e-71,5.660643546180067e-71,1.0,1.0
Agtrap,-17.930845,,6.774256845621902e-72,3.22356746855354e-71,1.0,1.0
Tnfsf12,-17.951221,-1.1944667,4.694709882748882e-72,2.236129179166594e-71,1.0,1.0
Socs2,-17.95211,0.14875443,4.620103883426874e-72,2.2026895276604696e-71,1.0,1.0
Ino80d,-17.958609,,4.1098426248139663e-72,1.96128428787595e-71,1.0,1.0
Wdr45,-17.97617,0.29027715,2.9947752748874865e-72,1.4305195635578968e-71,1.0,1.0
Arnt2,-17.990114,,2.3287945487563517e-72,1.1134618444197035e-71,1.0,1.0
Sharpin,-18.021793,0.106412955,1.3141220618950945e-72,6.289192200618396e-72,1.0,1.0
Tmem259,-18.041117,0.032915764,9.265175415146646e-73,4.4384180027008724e-72,1.0,1.0
Hes6,-18.05481,-4.111809,7.231089619194879e-73,3.4673213250660503e-72,1.0,1.0
Dync1li1,-18.06475,-0.05791447,6.039392516479486e-73,2.8986767917062616e-72,1.0,1.0
Mknk1,-18.081812,0.27466375,4.432765770493662e-73,2.129599371122003e-72,1.0,1.0
Srsf1,-18.114214,-0.82120866,2.461656309814266e-73,1.1837705559010773e-72,1.0,1.0
Fbxo3,-18.12092,-0.9496874,2.1791808643636133e-73,1.0489403275965623e-72,1.0,1.0
Stat3,-18.158915,,1.0916249638032479e-73,5.264619045085799e-73,1.0,1.0
Arf6,-18.168316,-2.0534494,9.197762849479376e-74,4.4401157979261095e-73,1.0,1.0
Chtop,-18.188303,0.4473431,6.388783302899966e-74,3.087089692501663e-73,1.0,1.0
Ddx41,-18.215822,-3.1654482,3.865612503393371e-74,1.8696865885977986e-73,1.0,1.0
Zc3h11a,-18.21918,-0.54604775,3.635681799330581e-74,1.7601763140666237e-73,1.0,1.0
Ppp1r10,-18.22322,-1.1156806,3.3768209468156478e-74,1.6380199282712338e-73,1.0,1.0
Cav1,-18.224117,-0.021044457,3.3219527874566124e-74,1.612967570708807e-73,1.0,1.0
Tor1a,-18.226532,0.0995896,3.178499492473256e-74,1.5448124717787494e-73,1.0,1.0
Sumo3,-18.231274,-1.6440396,2.9145239926613162e-74,1.417891847158654e-73,1.0,1.0
Rora,-18.237621,,2.5951165119541865e-74,1.2637308617551223e-73,1.0,1.0
Mapkap1,-18.240067,-1.2551324,2.481582436766477e-74,1.2096204165971746e-73,1.0,1.0
Rpa1,-18.252392,-1.679823,1.9804842642021378e-74,9.663064548339085e-74,1.0,1.0
Copg1,-18.260885,0.8549988,1.6951783640506402e-74,8.279085746768298e-74,1.0,1.0
Map3k11,-18.271957,-0.18601374,1.3839565518134169e-74,6.7657094710722314e-74,1.0,1.0
Actr1b,-18.285767,,1.0744321401752746e-74,5.2576806390199654e-74,1.0,1.0
Taf9,-18.290735,-4.509904,9.808303695273574e-75,4.804341320796429e-74,1.0,1.0
Arnt,-18.306185,1.1934417,7.38688322024771e-75,3.621815612199807e-74,1.0,1.0
Slamf6,-18.326029,-5.4779515,5.130170276391569e-75,2.5178070983937445e-74,1.0,1.0
Uhrf2,-18.334358,-1.5105785,4.401869228465858e-75,2.1624884551226778e-74,1.0,1.0
Mapre2,-18.364737,0.6611917,2.5166691753943786e-75,1.2387852401203795e-74,1.0,1.0
Dmd,-18.38905,,1.6077633186890147e-75,7.921715721808275e-75,1.0,1.0
Smarcb1,-18.442633,,5.975919227446181e-76,2.95024178033487e-75,1.0,1.0
Fbxl17,-18.443539,-1.0229005,5.876567085059191e-76,2.904056745094404e-75,1.0,1.0
Dock8,-18.462757,0.32082838,4.117712301760961e-76,2.0368841682426259e-75,1.0,1.0
Mknk2,-18.47954,2.7964616,3.0174100775226016e-76,1.494080598227314e-75,1.0,1.0
Sptan1,-18.53333,-0.29884934,1.1118558826147922e-76,5.510842127098663e-76,1.0,1.0
Atg3,-18.555698,-0.18764794,7.334660664852613e-77,3.6389803060705826e-76,1.0,1.0
Bcl2l11,-18.565952,-0.23980644,6.060274587315631e-77,3.009695891279965e-76,1.0,1.0
Ilkap,-18.569778,,5.643595746713744e-77,2.8055452143047665e-76,1.0,1.0
Ehhadh,-18.57465,,5.154059798973771e-77,2.5647339317756162e-76,1.0,1.0
Pja2,-18.67017,0.86567795,8.657843942222953e-78,4.312553907937125e-77,1.0,1.0
Pirb,-18.677921,0.27763286,7.487882385052186e-78,3.733499922268052e-77,1.0,1.0
Parvb,-18.681042,-3.454372,7.062760103645414e-78,3.525042580144461e-77,1.0,1.0
Usp22,-18.691093,-3.1678665,5.850230301726299e-78,2.9227797295850154e-77,1.0,1.0
Mag,-18.73846,-6.4246016,2.404813465177306e-78,1.2026469736940654e-77,1.0,1.0
Supt5,-18.755888,0.45377278,1.7329922100983094e-78,8.675359003752138e-78,1.0,1.0
Anln,-18.765621,-2.936081,1.442988884002452e-78,7.231724970291423e-78,1.0,1.0
Impad1,-18.774582,,1.2190347713802422e-78,6.120850617381637e-78,1.0,1.0
Abraxas2,-18.841988,-0.54760337,3.4188807368529655e-79,1.720092157656879e-78,1.0,1.0
Eif2a,-18.851707,-1.2968671,2.8451039160357523e-79,1.432856157311366e-78,1.0,1.0
Setd1b,-18.853682,0.2579907,2.7408646575328904e-79,1.3817490911993605e-78,1.0,1.0
Tirap,-18.863644,-4.4876604,2.27026019425512e-79,1.1456575133509205e-78,1.0,1.0
Epas1,-18.866116,-0.16541222,2.1665205535781794e-79,1.0944098780234477e-78,1.0,1.0
Sema3e,-18.86755,2.094833,2.1085122363091552e-79,1.0661830560569324e-78,1.0,1.0
Klf4,-18.90564,0.031342454,1.0248836118588904e-79,5.187631305324171e-79,1.0,1.0
Cops8,-18.910315,,9.37942500193298e-80,4.752368578914625e-79,1.0,1.0
Dysf,-18.913292,,8.864657389223346e-80,4.496096746752996e-79,1.0,1.0
Ppp6r3,-18.913668,-1.1420856,8.801707677129084e-80,4.468696615791906e-79,1.0,1.0
Borcs8,-18.916922,-1.2121432,8.274942844588827e-80,4.2055191756357025e-79,1.0,1.0
Wdr62,-18.962488,-2.7612736,3.482766528577273e-80,1.7736245414097483e-79,1.0,1.0
Stag2,-18.963999,,3.3840463411822936e-80,1.7251054973481222e-79,1.0,1.0
Klhl21,-18.96872,,3.0934850248595907e-80,1.5785918485674936e-79,1.0,1.0
Dnm1l,-18.98741,-0.100234166,2.1675893853853507e-80,1.1072400472692924e-79,1.0,1.0
Abcf1,-19.029335,-1.1101941,9.748254782156025e-81,4.984654079619311e-80,1.0,1.0
Gtf2h1,-19.05201,-3.0212085,6.322796952665023e-81,3.236392796016473e-80,1.0,1.0
Fam13b,-19.07486,-0.48511854,4.0851117941518593e-81,2.093149400360717e-80,1.0,1.0
Srsf2,-19.116724,1.1774623,1.832621990526337e-81,9.409339163666505e-81,1.0,1.0
Tbl1xr1,-19.119999,0.19736855,1.7211086284871718e-81,8.845862211711277e-81,1.0,1.0
Smim7,-19.159641,,8.0424740776054e-82,4.137782654932439e-81,1.0,1.0
Becn1,-19.168913,-0.54120094,6.730091329831818e-82,3.466135514108856e-81,1.0,1.0
Dcaf7,-19.197376,0.28171402,3.8926213572930504e-82,2.0068447491873336e-81,1.0,1.0
Ap2a1,-19.236017,,1.8488236656918582e-82,9.541454917993238e-82,1.0,1.0
Cul1,-19.266167,-1.1131335,1.0330888879298786e-82,5.342606377042327e-82,1.0,1.0
Zzef1,-19.282797,-0.4735142,7.491401953076955e-83,3.8781756129372534e-82,1.0,1.0
Clic5,-19.291092,0.024636013,6.381023879614102e-83,3.3067707599739335e-82,1.0,1.0
Emc4,-19.296543,,5.742520780723296e-83,2.978969847492313e-82,1.0,1.0
March2,-19.305534,-1.4304891,4.8253043375325955e-83,2.510963982711868e-82,1.0,1.0
Bcam,-19.312237,0.01343146,4.238142238078641e-83,2.2077148848929946e-82,1.0,1.0
Ufd1,-19.31372,-8.001569,4.118121120881792e-83,2.147428576159818e-82,1.0,1.0
Rab10,-19.320473,1.0798329,3.61325730961433e-83,1.886127851087522e-82,1.0,1.0
Spast,-19.327595,-0.068958946,3.1474843203174437e-83,1.644708403706589e-82,1.0,1.0
Fzd4,-19.351898,0.8358411,1.9647101047047388e-83,1.0277261007473272e-82,1.0,1.0
Bcl7b,-19.354988,-0.35932016,1.8503508413038495e-83,9.689180242224969e-83,1.0,1.0
Lsm14a,-19.388638,1.5069903,9.625430119868378e-84,5.045539600006398e-83,1.0,1.0
Nelfe,-19.39698,-2.63672,8.183880833292049e-84,4.298898998054564e-83,1.0,1.0
Map4,-19.403671,0.44705984,7.185163732925963e-84,3.7782489125028754e-83,1.0,1.0
Ldlrad4,-19.412575,-1.6670319,6.042301566164106e-84,3.1806268812005796e-83,1.0,1.0
Cul4a,-19.438963,1.958783,3.613917243262048e-84,1.904344181028401e-83,1.0,1.0
Hhex,-19.46819,-2.0911002,2.0436682029000414e-84,1.0780403607710862e-83,1.0,1.0
Brd4,-19.489304,0.5566086,1.3531142320678347e-84,7.145242453303355e-84,1.0,1.0
Thrap3,-19.500425,0.59176993,1.088731413229539e-84,5.761299634912338e-84,1.0,1.0
Csnk1d,-19.50349,,1.0254045285445591e-84,5.431931290893188e-84,1.0,1.0
Aida,-19.511713,-1.0683962,8.730556135967527e-85,4.629784323798034e-84,1.0,1.0
Ap2a2,-19.537914,0.49638575,5.227457957034507e-85,2.775042898506335e-84,1.0,1.0
Supt16,-19.542097,-0.30620614,4.81619340527879e-85,2.5594335654804273e-84,1.0,1.0
Smc1a,-19.564373,0.568324,3.112073540382908e-85,1.6555834371048714e-84,1.0,1.0
